song,artist
Yoga,Janelle Monae
Back It Up,Prince Royce
Like I Can,Sam Smith
Baby Be My Love Song,Easton Corbin
Sippin' On Fire,Florida Georgia Line
Blow A Bag,Future
Tear In My Heart,twenty one pilots
Dance Like We're Making Love,Ciara
Somebody,Natalie La Rose
Style,Taylor Swift
Don't It,Billy Currington
Little Toy Guns,Carrie Underwood
I Really Like You,Carly Rae Jepsen
Lord Knows,Meek Mill
Jump Out The Face,Meek Mill
Hood Go Crazy,Tech N9Ne
G.D.F.R.,Flo Rida
Love Is Your Name,Steven Tyler
Bad For You,Meek Mill
Diamond Rings And Old Barstools,Tim McGraw
Smoke,A Thousand Horses
Brother,NEEDTOBREATHE
Budapest,George Ezra
Blank Space,Taylor Swift
Coffee,Miguel
Know Yourself,Drake
Flashlight,Jessie J
Dear Future Husband,Meghan Trainor
One Last Time,Ariana Grande
Energy,Drake
Wild Child,Kenny Chesney
I Need Your Love,Shaggy
B**** I'm Madonna,Madonna
Pretty Girls,Britney Spears
Check,Young Thug
Blessings,Big Sean
Lay Me Down,Sam Smith
Sparks,Hilary Duff
Believe,Mumford
I Don't Get Tired (#IDGT),Kevin Gates
Flicka Da Wrist,Chedda Da Connect
Nasty,Bandit Gang Marco
Time Of Our Lives,Pitbull
Chains,Nick Jonas
3500,Travi$ Scott
All Day,Kanye West
I Want You To Know,Zedd
L$D,A$AP Rocky
Everyday,A$AP Rocky
Phenomenal,Eminem
"Ulay, Oh",How I Became The Bomb
Truffle Butter,Nicki Minaj
FourFiveSeconds,Rihanna
Electric Body,A$AP Rocky
You Changed Me,Jamie Foxx
Get Low,Dillon Francis
All About That Bass,Meghan Trainor
Homegrown,Zac Brown Band
Heartbeat Song,Kelly Clarkson
I Bet,Ciara
King Kunta,Kendrick Lamar
Raise 'Em Up,Keith Urban
Please,Sawyer Fredericks
Feeling Myself,Nicki Minaj
Take Me To Church,Hozier
Ayo,Chris Brown
Old Man,Sawyer Fredericks
Change My Mind,Meghan Linsey
She Don't Love You,Eric Paslay
Games,Luke Bryan
Throw Sum Mo,Rae Sremmurd
I'm Not The Only One,Sam Smith
A Guy Walks Into A Bar,Tyler Farr
Geronimo,Sheppard
Say You Do,Dierks Bentley
Nothing Without Love,Nate Ruess
Beautiful Life,Nick Fradiani
A Thousand Years,Sawyer Fredericks
Lips Are Movin,Meghan Trainor
Ain't Worth The Whiskey,Cole Swindell
Nobody Love,Tori Kelly
American Oxygen,Rihanna
Shine On,Sawyer Fredericks
10 Bands,Drake
Centuries,Fall Out Boy
Simple Man,Sawyer Fredericks
Infinity,Mariah Carey
Legend,Drake
Hallelujah,Panic! At The Disco
I Don't Mind,Usher
Riptide,Vance Joy
Drinking Class,Lee Brice
Outside,Calvin Harris
Little Red Wagon,Miranda Lambert
Make It Rain,Koryn Hawthorne
Ride Out,Kid Ink
Trouble,Iggy Azalea
Iris,Sawyer Fredericks
Only,Nicki Minaj
Jealous,Nick Jonas
Stay With Me,Sam Smith
Lonely Eyes,Chris Young
Bills,LunchMoney Lewis
Prayer In C,Lillywood
Imagine,Sawyer Fredericks
House Of The Rising Sun,Kimberly Nichole
I Don't F**k With You,Big Sean
11-Jul,Beyonce
Homegrown Honey,Darius Rucker
Go Hard Or Go Home,Wiz Khalifa
Immortals,Fall Out Boy
Good Lovin,Ludacris
Goodbye,Who Is Fancy
Animals,Maroon 5
Night Changes,One Direction
She Knows,Ne-Yo
I Bet My Life,Imagine Dragons
CoCo,O.T. Genasis
Apparently,J. Cole
I See You,Luke Bryan
Failure,Breaking Benjamin
Lonely Tonight,Blake Shelton
Baby Blue,Action Bronson
Just Gettin' Started,Jason Aldean
Make Me Wanna,Thomas Rhett
Chandelier,Sia
No Type,Rae Sremmurd
The Blacker The Berry,Kendrick Lamar
Mean To Me,Brett Eldredge
Fairly Local,twenty one pilots
The Heart Wants What It Wants,Selena Gomez
You're So Beautiful,Empire Cast
Wesley's Theory,Kendrick Lamar
I Lived,OneRepublic
These Walls,Kendrick Lamar
Institutionalized,Kendrick Lamar
The Hanging Tree,James Newton Howard
Ghost,Ella Henderson
Masterpiece,Jessie J
Conqueror,Empire Cast
What We Ain't Got,Jake Owen
Love Me Harder,Ariana Grande
Sun Daze,Florida Georgia Line
Like A Cowboy,Randy Houser
Talladega,Eric Church
Adore,Cashmere Cat
Monster,Meek Mill
Sledgehammer,Fifth Harmony
Try Me,DeJ Loaf
Not For Long,B.o.B
Glory,Common
Bang Bang,Jessie J
First Kiss,Kid Rock
Often,The Weeknd
All Your Fault,Big Sean
You Are In Love,Taylor Swift
Stuck On A Feeling,Prince Royce
Only One,Kanye West
Paradise,Big Sean
No Tellin',Drake
Tuesday,I LOVE MAKONNEN
Habits (Stay High),Tove Lo
Wonderland,Taylor Swift
Preach,Drake
6 God,Drake
Used To,Drake
Take It On Back,Chase Bryant
What Kind Of Man,Florence + The Machine
Shots,Imagine Dragons
The Body,Wale
Now & Forever,Drake
6 Man,Drake
Don't,Ed Sheeran
Heroes (We Could Be),Alesso
Something In The Water,Carrie Underwood
Shotgun Rider,Tim McGraw
Where You Belong,The Weeknd
I Put A Spell On You,Annie Lennox
Keep Your Money,Empire Cast
Work It,Missy Misdemeanor Elliott
Get Ur Freak On,Missy Misdemeanor Elliott
Waves,Mr. Probz
Body Language,Kid Ink
Beg For It,Iggy Azalea
L.A.LOVE (la la),Fergie
A Little Too Much,Shawn Mendes
God Made Girls,RaeLynn
Hotel,Kid Ink
***Flawless,Beyonce
Out The Speakers,A-Trak + Milo
I Mean It,G-Eazy
Rude,MAGIC!
All About It,Hoodie Allen
Til It's Gone,Kenny Chesney
Dangerous,David Guetta
Can't Stop Dancin',Becky G
Perfect Storm,Brad Paisley
Steal My Girl,One Direction
Don't Tell 'Em,Jeremih
Black Widow,Iggy Azalea
Blame,Calvin Harris
Hot Boy,Bobby Shmurda
"Touchin, Lovin",Trey Songz
Hold You Down,DJ Khaled
No Love,August Alsina
Stolen Dance,Milky Chance
Rather Be,Clean Bandit
Somewhere In My Car,Keith Urban
Close Your Eyes,Parmalee
Best Friends,Sophia Grace
Blank Space,I Prevail
Neon Light,Blake Shelton
Trumpets,Jason Derulo
Anaconda,Nicki Minaj
Lifestyle,Rich Gang
Try,Colbie Caillat
Something Big,Shawn Mendes
In Your Arms,Nico
Bed Of Lies,Nicki Minaj
Yellow Flicker Beat,Lorde
Burnin' Up,Jessie J
Break The Rules,Charli XCX
Bad B*tch,French Montana
Shell Shocked,Juicy J
Title,Meghan Trainor
Wasted Love,Matt McAndrew
My Baby's Got A Smile On Her Face,Craig Wayne Boyd
Velvet,Chris Jamison
About The Money,T.I.
Lost Without U,Chris Jamison
Soldier,Damien
Lost Stars,Matt McAndrew
Girl In A Country Song,Maddie
Get On Your Knees,Nicki Minaj
Fireball,Pitbull
Cool Kids,Echosmith
New Flame,Chris Brown
Make It Rain,Ed Sheeran
The Old Rugged Cross,Craig Wayne Boyd
No Flex Zone,Rae Sremmurd
Make It Rain,Matt McAndrew
Have Yourself A Merry Little Christmas,Sam Smith
Come Join The Murder,The White Buffalo
When I Was Your Man,Chris Jamison
The Blower's Daughter,Matt McAndrew
0 To 100 / The Catch Up,Drake
Burnin' It Down,Jason Aldean
Look At You,Big
Day Drinking,Little Big Town
Feelin' It,Scotty McCreery
i,Kendrick Lamar
Royals,Taylor John Williams
Break Free,Ariana Grande
Fancy,Iggy Azalea
Guts Over Fear,Eminem
Booty,Jennifer Lopez
I Walk The Line,Craig Wayne Boyd
This Is How We Do,Katy Perry
Baby Don't Lie,Gwen Stefani
Roller Coaster,Luke Bryan
All Of Me,John Legend
Bailando,Enrique Iglesias
Boom Clap,Charli XCX
Happy,Pharrell Williams
Do They Know It's Christmas? (2014),Band Aid 30
Sunshine & Whiskey,Frankie Ballard
Baby It's Cold Outside,Idina Menzel Duet
Dirt,Florida Georgia Line
Good Girls,5 Seconds Of Summer
Take Me To Church,Matt McAndrew
Stockholm Syndrome,One Direction
You And Your Friends,Wiz Khalifa
Am I Wrong,Nico
Maps,Maroon 5
Leave The Night On,Sam Hunt
Amnesia,5 Seconds Of Summer
18,One Direction
Where Do Broken Hearts Go,One Direction
Handsome And Wealthy,Migos
Bobby Bitch,Bobby Shmurda
Superheroes,The Script
Made Me,Snootie Wild
Ready To Run,One Direction
Secrets,Mary Lambert
Latch,Disclosure
No Mediocre,T.I.
Welcome To New York,Taylor Swift
I Won't Let You Down,OK Go
American Kids,Kenny Chesney
Hope You Get Lonely Tonight,Cole Swindell
A Sky Full Of Stars,Coldplay
Small Town Throwdown,Brantley Gilbert
Hideaway,Kiesza
Hookah,Tyga
Fight Night,Migos
U Guessed It,OG Maco
2 On,Tinashe
Problem,Ariana Grande
Dark Horse,Katy Perry
Ready Set Roll,Chase Rice
Shower,Becky G
V. 3005,Childish Gambino
Studio,ScHoolboy Q
EW!,Jimmy Fallon
I'm Not Gonna Miss You,Glen Campbell
Bo$$,Fifth Harmony
The Days,Avicii
Believe Me,Lil Wayne
24 Hours,TeeFLii
Errrbody,Yo Gotti
Later On,The Swon Brothers
Counting Stars,OneRepublic
Somethin' Bad,Miranda Lambert Duet
Bartender,Lady Antebellum
Bumpin' The Night,Florida Georgia Line
Really Don't Care,Demi Lovato
Walk Thru,Rich Homie Quan
Meanwhile Back At Mama's,Tim McGraw
Drunk On A Plane,Dierks Bentley
Angel In Blue Jeans,Train
Bend Ova,Lil Jon
Left Hand Free,alt-J
Main Chick,Kid Ink
Loyal,Chris Brown
"Where It's At (Yep, Yep)",Dustin Lynch
Wiggle,Jason Derulo
Love Runs Out,OneRepublic
Pills N Potions,Nicki Minaj
Dust,Eli Young Band
X,Chris Brown
Foreign,Trey Songz
Summer,Calvin Harris
Two Night Town,Jason Aldean
Work,Iggy Azalea
Love Never Felt So Good,Michael Jackson
Seen It All,Jeezy
Cold One,Eric Church
Sweet Little Somethin',Jason Aldean
Good Kisser,Usher
Turn Down For What,DJ Snake
Yeah,Joe Nichols
It Was Always You,Maroon 5
Delirious (Boneless),Steve Aoki
I Will Never Let You Down,Rita Ora
River Bank,Brad Paisley
She Came To Give It To You,Usher
We Dem Boyz,Wiz Khalifa
I Don't Dance,Lee Brice
We Are Tonight,Billy Currington
Best Mistake,Ariana Grande
Who I Am With You,Chris Young
Come Get It Bae,Pharrell Williams
Come With Me Now,KONGOS
Girls Chase Boys,Ingrid Michaelson
Sing,Ed Sheeran
Cut Her Off,KCamp
Wasted,Tiesto
Dare (La La La),Shakira
Classic,MKTO
Pompeii,Bastille
This Is How We Roll,Florida Georgia Line Ft. Jason Derulo
She Looks So Perfect,5 Seconds Of Summer
I'm Ready,AJR
My Eyes,Blake Shelton
Ain't It Fun,Paramore
Me And My Broken Heart,Rixton
Beachin',Jake Owen
Wild Life,Jack
Birthday,Katy Perry
Song About A Girl,Eric Paslay
Talk Dirty,Jason Derulo
Na Na,Trey Songz
Or Nah,Ty Dolla $ign
Chasing The Sun,Hilary Duff
Not A Bad Thing,Justin Timberlake
Play It Again,Luke Bryan
Who Do You Love?,YG
Tennis Court,Lorde
Word Crimes,Weird Al Yankovic
Happy Little Pill,Troye Sivan
Whiskey In My Water,Tyler Farr
Everything I Didn't Say,5 Seconds Of Summer
Best Day Of My Life,American Authors
Trophies,Young Money
You & I (Nobody In The World),John Legend
She Twerkin,Ca$h Out
Let It Go,Idina Menzel
Move That Doh,Future
I Got A Car,George Strait
Chainsaw,The Band Perry
Timber,Pitbull
La La La,Naughty Boy
Lettin' The Night Roll,Justin Moore
Life Of The Party,Shawn Mendes
Calm Down,Busta Rhymes
Keep Them Kisses Comin',Craig Campbell
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull
First Love,Jennifer Lopez
Ten Feet Tall,Afrojack
Get Her Back,Robin Thicke
Jungle,Jamie N Commons
You & I,One Direction
Automatic,Miranda Lambert
Wild Wild Love,Pitbull
Kiss Me Kiss Me,5 Seconds Of Summer
Afire Love,Ed Sheeran
Demons,Imagine Dragons
Beat Of The Music,Brett Eldredge
The Worst,Jhene Aiko
Human,Christina Perri
On Top Of The World,Imagine Dragons
West Coast,Lana Del Rey
Hangover,PSY
Team,Lorde
Empire,Shakira
Sleeping With A Friend,Neon Trees
I Choose You,Sara Bareilles
Bottoms Up,Brantley Gilbert
Show Me,Kid Ink
Story Of My Life,One Direction
Ultraviolence,Lana Del Rey
Red Lights,Tiesto
Magic,Coldplay
Raging Fire,Phillip Phillips
Partition,Beyonce
Rewind,Rascal Flatts
Mmm Yeah,Austin Mahone
Shades Of Cool,Lana Del Rey
Cop Car,Keith Urban
XO,John Mayer
Don't Stop,5 Seconds Of Summer
Part II (On The Run),Jay Z
I Won,Future
Billie Jean,Michael Jackson
Slave To The Rhythm,Michael Jackson
Let Her Go,Passenger
Get Me Some Of That,Thomas Rhett
Somebody That I Used To Know,Christina Grimmie
Can't Help Falling In Love,Christina Grimmie
Give Me Back My Hometown,Eric Church
Leave Your Lover,Sam Smith
Stoner,Young Thug
Can't Remember To Forget You,Shakira
Midnight,Coldplay
Headlights,Eminem
The Monster,Eminem
Drink To That All Night,Jerrod Niemann
The Walker,Fitz And The Tantrums
Fever,The Black Keys
One,Ed Sheeran
Heaven,Jake Worthington
Wake Up Lovin' You,Craig Morgan
The Man,Aloe Blacc
Burn,Ellie Goulding
Hey Brother,Avicii
Animals,Martin Garrix
Neon Lights,Demi Lovato
I Can't Make You Love Me,Josh Kaufman
Invisible,Hunter Hayes
How To Love,Christina Grimmie
17 Again,Brantley Gilbert
#SELFIE,The Chainsmokers
Man Of The Year,ScHoolboy Q
Doin' What She Likes,Blake Shelton
Say Something,A Great Big World
Royals,Lorde
Drunk In Love,Beyonce
Paranoid,Ty Dolla $ign
"Hold On, We're Going Home",Christina Grimmie
My Baby's Guns N' Roses,Brantley Gilbert
19 You + Me,Dan + Shay
For The First Time In Forever,Kristen Bell
The Big Bang,Katy Tiz
Radioactive,Imagine Dragons
Hello Kitty,Avril Lavigne
John Doe,B.o.B
Do You Want To Build A Snowman?,Kristen Bell
Goodnight Kiss,Randy Houser
I Hold On,Dierks Bentley
Stay With Me,Josh Kaufman
Do I Wanna Know?,Arctic Monkeys
Helluva Life,Frankie Ballard
Oceans (Where Feet May Fail),Hillsong UNITED
Ride,SoMo
Feelin' Myself,will.i.am
Slow Me Down,Sara Evans
My Hitta,YG
Let It Go,Demi Lovato
When She Says Baby,Jason Aldean
Lookin' For That Girl,Tim McGraw
Adore You,Miley Cyrus
Bad Blood,Bastille
Take Me Home,Cash Cash
Odio,Romeo Santos
Roar,Katy Perry
Up Down (Do This All Day),T-Pain
Love Is An Open Door,Kristen Bell
Beating Heart,Ellie Goulding
Young Girls,Bruno Mars
Everything I Shouldn't Be Thinking About,Thompson Square
Brave,Sara Bareilles
Wrecking Ball,Miley Cyrus
G.U.Y.,Lady Gaga
See You Tonight,Scotty McCreery
"Hold On, We're Going Home",Drake
Drink A Beer,Luke Bryan
I Luh Ya Papi,Jennifer Lopez
Compass,Lady Antebellum
Love Me Again,John Newman
Can't Raise A Man,K. Michelle
We Might Be Dead By Tomorrow,Soko
Blurred Lines,Robin Thicke
Sail,AWOLNATION
Sanctified,Rick Ross
The Language,Drake
Ordinary Love,U2
The Devil Is A Lie,Rick Ross
Glory And Gore,Lorde
Adrenalina,Wisin
They Don't Know,Rico Love
Unconditionally,Katy Perry
Waiting For Superman,Daughtry
Chocolate,The 1975
Chillin' It,Cole Swindell
Rap God,Eminem
Love Don't Die,The Fray
Stay,Florida Georgia Line
Everything Is AWESOME!!!,Tegan And Sara
The Heart Of Dixie,Danielle Bradbery
Friday Night,Eric Paslay
Collard Greens,ScHoolboy Q
Do What U Want,Lady Gaga
Safe And Sound,Capital Cities
Sweater Weather,The Neighbourhood
Whatever She's Got,David Nail
23,Mike WiLL Made-It
XO,Beyonce
Worst Behavior,Drake
Thinking About You,Calvin Harris
Stay The Night,Zedd
White Walls,Macklemore
It Won't Stop,Sevyn Streeter
Achy Breaky 2,Buck 22
You're Mine (Eternal),Mariah Carey
Explosions,Ellie Goulding
All Me,Drake
Confident,Justin Bieber
Midnight Memories,One Direction
Sweet Annie,Zac Brown Band
She Knows,J. Cole
Up All Night,Jon Pardi
Follow Your Arrow,Kacey Musgraves
m.A.A.d City,Kendrick Lamar
A Man Who Was Gonna Die Young,Eric Church
Don't Let Me Be Lonely,The Band Perry
El Perdedor,Enrique Iglesias
We Were Us,Keith Urban And Miranda Lambert
Carolina,Parmalee
Radio,Darius Rucker
Marry Me,Jason Derulo
Love More,Chris Brown
Applause,Lady Gaga
Wasting All These Tears,Cassadee Pope
Drunk Last Night,Eli Young Band
I Luv This Sh*t,August Alsina
How I Feel,Flo Rida
Alone Together,Fall Out Boy
All That Matters,Justin Bieber
Holy Grail,Jay Z
Replay,Zendaya
Gas Pedal,Sage The Gemini
Survival,Eminem
Berzerk,Eminem
You Sound Good To Me,Lucy Hale
TKO,Justin Timberlake
Sunny And 75,Joe Nichols
That's My Kind Of Night,Luke Bryan
The Fox,Ylvis
Work B**ch!,Britney Spears
Perfume,Britney Spears
Bounce It,Juicy J
Everybody's Got Somebody But Me,Hunter Hayes
Old School Love,Lupe Fiasco
Honest,Future
HeadBand,B.o.B
Best Song Ever,One Direction
Mine,Beyonce
Heart Attack,Enrique Iglesias
Gorilla,Bruno Mars
Lolly,Maejor Ali
Bound 2,Kanye West
Who You Love,John Mayer
I Have Nothing,Tessanne Chin
Little Drummer Boy,Pentatonix
Slow Down,Selena Gomez
Let It Be,Tessanne Chin
Summertime Sadness,Lana Del Rey
Saturday,Rebecca Black
Bridge Over Troubled Water,Tessanne Chin
Mine Would Be You,Blake Shelton
Cannonball,Lea Michele
Angel,Jacquie Lee
My Story,R. Kelly
What Now,Rihanna
Pound Cake / Paris Morton Music 2,Drake
Right There,Ariana Grande
Change Me,Justin Bieber
Beware,Big Sean
Southern Girl,Tim McGraw
I. Crawl,Childish Gambino
The Outsiders,Eric Church
All The Way Home,Tamar Braxton
Days Of Gold,Jake Owen
We Can't Stop,Miley Cyrus
Roller Coaster,Justin Bieber
Mirrors,Justin Timberlake
Red,Taylor Swift
Red Nose,Sage The Gemini
Type Of Way,Rich Homie Quan
At Last,Will Champlin
Aw Naw,Chris Young
Diana,One Direction
Still Into You,Paramore
Only Time,Enya
PYD,Justin Bieber
Tom Ford,JAY-Z
Strong,One Direction
Hallelujah,Matthew Schuler
Last Christmas,Ariana Grande
Rough Water,Travie McCoy
Livin' On A Prayer,Bon Jovi
All Bad,Justin Bieber
Everything Has Changed,Taylor Swift
Dope,Lady Gaga
Night Train,Jason Aldean
Darte Un Beso,Prince Royce
Propuesta Indecente,Romeo Santos
It Goes Like This,Thomas Rhett
Get Me Bodied,Beyonce
Bad Day,Justin Bieber
A Case Of You,James Wolpert
All Kinds Of Kinds,Miranda Lambert
Give It 2 U,Robin Thicke
Parking Lot Party,Lee Brice
Beautiful Pain,Eminem
Let Me Go,Avril Lavigne
Venus,Lady Gaga
Recovery,Justin Bieber
Clarity,Zedd
Crooked Smile,J. Cole
Get Lucky,Daft Punk
Can't Hold Us,Macklemore
True Love,P!nk
V.S.O.P.,K. Michelle
Closer,Tegan And Sara
Hold Tight,Justin Bieber
Sweeter Than Fiction,Taylor Swift
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick
Wait For A Minute,Tyga
Best I Ever Had,Gavin DeGraw
Round Here,Florida Georgia Line
Miss Movin' On,Fifth Harmony
Chinese Food,Alison Gold
Treasure,Bruno Mars
Just Give Me A Reason,P!nk
Heartbreaker,Justin Bieber
Hey Girl,Billy Currington
Love Somebody,Maroon 5
Cruise,Florida Georgia Line
Redneck Crazy,Tyler Farr
Sirens,Pearl Jam
Make You Feel My Love,Glee Cast
Drive,Miley Cyrus
Someone Else,Miley Cyrus
Outta My Head,Craig Campbell
Loco,Enrique Iglesias
Gone,Kanye West
Walking On Air,Katy Perry
Same Love,Macklemore
I Need Your Love,Calvin Harris
Take Back The Night,Justin Timberlake
Point At You,Justin Moore
Furthest Thing,Drake
From Time,Drake
Little Bit Of Everything,Keith Urban
Don't Ya,Brett Eldredge
Bruises,Train
"Gone, Gone, Gone",Phillip Phillips
Wu-Tang Forever,Drake
Too Much,Drake
Own It,Drake
Tuscan Leather,Drake
Young And Beautiful,Lana Del Rey
Come Thru,Drake
Feds Watching,2 Chainz
American Girl,Bonnie McKee
The Way,Ariana Grande
A Light That Never Comes,Linkin Park
Runnin' Outta Moonlight,Randy Houser
All Over The Road,Easton Corbin
Monster,Imagine Dragons
You Make Me,Avicii
Could It Be,Charlie Worsham
This Is What It Feels Like,Armin van Buuren
Tapout,Rich Gang
Stay,Rihanna
Baby I,Ariana Grande
Atlas,Coldplay
Easy,Sheryl Crow
See You Again,Carrie Underwood
Don't Drop That Thun Thun!,The FiNATTiCZ
Wop,J. Dash
Beneath Your Beautiful,Labrinth
I Do It,2 Chainz
Popular Song,MIKA
Ain't Worried About Nothin,French Montana
Reflektor,Arcade Fire
Vivir Mi Vida,Marc Anthony
Come & Get It,Selena Gomez
Thrift Shop,Macklemore
The Other Side,Jason Derulo
Body Party,Ciara
Turn The Night Up,Enrique Iglesias
Almost Is Never Enough,Ariana Grande
Goodbye Town,Lady Antebellum
When I See This Bar,Kenny Chesney
F*ckwithmeyouknowigotit,Jay Z
Versace,Migos
Act Right,Yo Gotti
Oh Sweet Lorraine,Green Shoe Studio
Power Trip,J. Cole
Crash My Party,Luke Bryan
How Many Drinks?,Miguel
Hail To The King,Avenged Sevenfold
Blood On The Leaves,Kanye West
Rock N Roll,Avril Lavigne
Acapella,Karmin
No New Friends (SFTB Remix),DJ Khaled
I Want Crazy,Hunter Hayes
U.O.E.N.O.,Rocko
Wildfire,John Mayer
#Beautiful,Mariah Carey
Helluva Night,Ludacris
Crazy Kids,Ke$ha
LoveHate Thing,Wale
Beat It,Sean Kingston
Boys 'round Here,Blake Shelton
When I Was Your Man,Bruno Mars
I Love It,Icona Pop
This Is Gospel,Panic! At The Disco
Right Now,Rihanna
We Own The Night,The Wanted
Your Side Of The Bed,Little Big Town
Without Me,Fantasia
Bad,Wale
Ho Hey,The Lumineers
Bubble Butt,Major Lazer
Hopeless Wanderer,Mumford
Made In The USA,Demi Lovato
What About Love,Austin Mahone
Chloe (You're The One I Want),Emblem3
Cruisin' For A Bruisin',Ross Lynch
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
Wagon Wheel,Darius Rucker
Hey Pretty Girl,Kip Moore
Rich As F**k,Lil Wayne
Anywhere With You,Jake Owen
Jump Right In,Zac Brown Band
I'm Out,Ciara
DONE.,The Band Perry
Play Hard,David Guetta
Beat This Summer,Brad Paisley
Miss Jackson,Panic! At The Disco
Ooh La La,Britney Spears
People Like Us,Kelly Clarkson
Here's To Never Growing Up,Avril Lavigne
Gentleman,PSY
Fine China,Chris Brown
"Bitch, Don't Kill My Vibe",Kendrick Lamar
Highway Don't Care,Tim McGraw
Heart Attack,Demi Lovato
22,Taylor Swift
Oceans,Jay Z
Lego House,Ed Sheeran
Picasso Baby,JAY-Z
Black Skinhead,Kanye West
Crown,JAY-Z
Started From The Bottom,Drake
Feel This Moment,Pitbull
Suit & Tie,Justin Timberlake
Next To Me,Emeli Sande
More Than Miles,Brantley Gilbert
Don't Think They Know,Chris Brown
High School,Nicki Minaj
#thatPOWER,will.i.am
We Own It (Fast & Furious),2 Chainz
Live For The Night,Krewella
We Still In This B****,B.o.B
Harlem Shake,Baauer
Bugatti,Ace Hood
Alive,Krewella
New Slaves,Kanye West
Wild For The Night,A$AP Rocky
I Knew You Were Trouble.,Taylor Swift
Born To Fly,Danielle Bradbery
Paper Doll,John Mayer
Danny's Song,The Swon Brothers
Downtown,Lady Antebellum
Why,Michelle Chamuel
Maybe It Was Memphis,Danielle Bradbery
One,Usher
I Can't Tell You Why,The Swon Brothers
Love Me,Lil Wayne
Who I Am,Danielle Bradbery
Live It Up,Jennifer Lopez
Like Jesus Does,Eric Church
I Got You,Jack Johnson
Turn The Page,The Swon Brothers
Please Remember Me,Danielle Bradbery
Sad,Amber Carrington
Loveeeeeee Song,Rihanna
Ready,Fabolous
Locked Out Of Heaven,Bruno Mars
Get Your Shine On,Florida Georgia Line
Mama's Broken Heart,Miranda Lambert
I Knew You Were Trouble,Michelle Chamuel
Levitate,Hadouken!
Love And War,Tamar Braxton
Pirate Flag,Kenny Chesney
Molly,Tyga
Can't Shake You,Gloriana
Work,A$AP Ferg
Troublemaker,Olly Murs
